Номер_закладу_в_АІКОМ,Повна_назва_закладу,Назва_ТГ,Тип_простору,Формат_роботи,longitude,latitude,hromada_id,region_name,risk_bucket,is_mountain
22209,Боярський академічний ліцей «Гармонія» Боярської міської ради,Боярська міська територіальна громада,2025 передпілот,Очно,30.279441,50.336762,UA32140030000074165,Київська,Високий,FALSE
22087,Фастівський академічний ліцей № 9 Фастівської міської ради Київської області,Фастівська міська територіальна громада,2025 передпілот,Очно,29.927868,50.080345,UA32140150000040954,Київська,Помірний,FALSE
17958,Заліщицька державна гімназія,Заліщицька міська територіальна громада,2025 передпілот,Очно,25.732144,48.6469318,UA61060170000051011,Тернопільська,Задовільний,FALSE
8854,Комунальний заклад «Вінницький технічний ліцей»,Вінницька міська територіальна громада,2025 передпілот,Очно,28.476756,49.232388,UA05020030000031457,Вінницька,Помірний,FALSE
3248,КЗО «Криворізький ліцей «Колія» ДОР,Криворізька міська територіальна громада,2025 передпілот,Очно,33.468604,48.01871,UA12060170000091033,Дніпропетровська,Високий,FALSE
23337,Ліцей № 107 «Введенський» Подільського району м. Києва,"місто Київ, столиця України",2025 передпілот,Очно,30.512985,50.472902,UA80000000000093317,Київ,Високий,FALSE
789,Комунальний заклад «Запорізька спеціалізована школа-інтернат ІІ-ІІІ ступенів «Козацький ліцей» Запорізької обласної ради,Запорізька міська територіальна громада,2025 передпілот,Очно,35.0567207,47.8784736,UA23060070000082704,Запорізька,Дуже високий,FALSE
15027,Балтський ліцей № 1 імені Олеся Гончара Балтської міської ради Одеської області,Балтська міська територіальна громада,2025 передпілот,Очно,29.61546313538881,47.93801004907172,UA51120030000075494,Одеська,Високий,FALSE
7343,Ліцей імені Олександра Цинкаловського Володимирської міської ради,Володимир-Волинська міська територіальна громада,2025 передпілот,Очно,24.325363,50.843415,UA07020010000096841,Волинська,Помірний,FALSE
13552,Ліцей імені Тараса Городецького Шептицької міськоі ради,Червоноградська міська територіальна громада,2025 передпілот,Очно,24.2480493,50.3984994,UA46120130000026331,Львівська,Задовільний,FALSE
9248,Красилівський ліцей Красилівської міської ради Хмельницької області,Красилівська міська територіальна громада,2025 передпілот,Очно,26.9686993,49.6580202,UA68040210000089917,Хмельницька,Задовільний,FALSE
15672,Ліцей № 12 міста Житомира ім. С. Ковальчука,Житомирська міська територіальна громада,2025 передпілот,Очно,28.668385,50.250989,UA18040190000029215,Житомирська,Помірний,FALSE
4097,Смілянська ЗОШ І-ІІІ ступенів 11 Смілянської міської ради Черкаської області,Смілянська міська територіальна громада,2025 передпілот,Очно,31.87301121651329,49.19959741873684,UA71080390000078978,Черкаська,Помірний,FALSE
10676,Бурштинський ліцей імені Ольги Басараб,Бурштинська міська територіальна громада,2025 передпілот,Очно,24.629173,49.251621,UA26040070000065724,Івано-Франківська,Задовільний,FALSE
24355,Тернопільський академічний ліцей «Українська гімназія» ім. І. Франка Тернопільської міської ради,Тернопільська міська територіальна громада,2025 передпілот,Очно,25.5973922,49.5551572,UA61040490000035010,Тернопільська,Високий,FALSE
13417,Стрийський ліцей імені Андрія Корчака,Стрийська міська територіальна громада,2025 передпілот,Очно,23.855860233416028,49.26012638024562,UA46100230000047305,Львівська,Задовільний,FALSE
13429,Стрийський ліцей «Гімназія імені Андрея Шептицького»,Стрийська міська територіальна громада,2025 передпілот,Очно,23.8408209,49.2513452,UA46100230000047305,Львівська,Задовільний,FALSE
16445,Вараський ліцей № 1 Вараської міської ради,Вараська міська територіальна громада,2025 передпілот,Очно,25.84843754768372,51.34281401114479,UA56020030000068439,Рівненська,Помірний,FALSE
13977,КЗ «Ліцей «Європейська освіта» Кропивницької міської ради,Кропивницька міська територіальна громада,2025 передпілот,Очно,32.267737,48.540586,UA35040210000014072,Кіровоградська,Помірний,FALSE
4409,Первомайський ліцей «Лідер» Первомайської міської ради Миколаївської області,Первомайська міська територіальна громада,2025 передпілот,Очно,30.856304,48.043372,UA48080130000028458,Миколаївська,Помірний,FALSE
3055,Криворізький Покровський ліцей,Криворізька міська територіальна громада,2025 передпілот,Очно,33.479169,48.008849,UA12060170000091033,Дніпропетровська,Високий,FALSE
22858,Ліцей «Голосіївський» № 241 м. Києва,"місто Київ, столиця України",2025 передпілот,Очно,30.551793,50.334629,UA80000000000093317,Київ,Високий,FALSE
23331,Ліцей № 34 імені Віктора Максименка Подільського району м. Києва,"місто Київ, столиця України",2025 передпілот,Очно,30.433871,50.511216,UA80000000000093317,Київ,Високий,FALSE
22509,"КЗ ""Чернігівський обласний науковий ліцей""",Чернігівська міська територіальна громада,2025 передпілот,Очно,31.286552,51.496222,UA74100390000073425,Чернігівська,Високий,FALSE
11322,"Ліцей №1 міста Могилева-Подільського, Могилів-Подільської міської ради Вінницької області",Могилів-Подільська міська територіальна громада,2025 STEM,Очно,27.798007,48.449355,UA05080050000023603,Вінницька,Задовільний,FALSE
8176,Комунальний заклад «Жмеринський ліцей №4»,Жмеринська міська територіальна громада,2025 STEM,Очно,28.110451698303223,49.03612363237144,UA05060050000058111,Вінницька,Задовільний,FALSE
8852,КОМУНАЛЬНИЙ ЗАКЛАД «ВІННИЦЬКИЙ ЛІЦЕЙ № 35»,Вінницька міська територіальна громада,2025 STEM,Очно,28.399582,49.231459,UA05020030000031457,Вінницька,Помірний,FALSE
7202,Іллінецький ліцей №2 Іллінецької міської ради Вінницької області,Іллінецька міська територіальна громада,2025 STEM,Очно,29.201418,49.104554,UA05020090000067118,Вінницька,Задовільний,FALSE
7811,Ліцей №4 Ладижинської міської ради Вінницької області,Ладижинська міська територіальна громада,2025 STEM,Очно,29.232563,48.680436,UA05040130000025322,Вінницька,Високий,FALSE
7737,Ліцей №3 м. Хмільника Вінницької області,Хмільницька міська територіальна громада,2025 STEM,Очно,27.948655,49.563689,UA05120170000013778,Вінницька,Задовільний,FALSE
16976,Волинський науковий ліцей Волинської обласної ради,Луцька міська територіальна громада,2025 STEM,Очно,25.324613,50.775029,UA07080170000013585,Волинська,Помірний,FALSE
17148,Заклад загальної середньої освіти «Камінь-Каширський ліцей» №2  Камінь-Каширської міської ради Волинської області,Камінь-Каширська міська територіальна громада,2025 STEM,Очно,24.946296,51.629774,UA07040010000033507,Волинська,Високий,FALSE
17562,Нововолинський ліцей №8 Нововолинської міської ради Волинської області,Нововолинська міська територіальна громада,2025 STEM,Очно,24.17927,50.724256,UA07020130000036300,Волинська,Задовільний,FALSE
17504,"Опорний заклад ""Колківський ліцей"" Колківської селищної ради Волинської області",Колківська селищна територіальна громада,2025 STEM,Очно,25.662361,51.099884,UA07080130000017070,Волинська,Задовільний,FALSE
17395,Підгайцівський ліцей Підгайцівської сільської ради Луцького району Волинської області,Підгайцівська сільська територіальна громада,2025 STEM,Очно,25.4042557,50.710411,UA07080230000046097,Волинська,Задовільний,FALSE
3619,Слобожанський ліцей Слобожанської селищної ради Дніпровського району Дніпропетровської області,Слобожанська селищна територіальна громада,2025 STEM,Очно,35.079935395399254,48.53117832528587,UA12020250000010438,Дніпропетровська,Високий,FALSE
3484,Дніпровський ліцей № 111 Дніпровської міської ради,Дніпровська міська територіальна громада,2025 STEM,Очно,35.0710415840149,48.41203216554142,UA12020010000033698,Дніпропетровська,Високий,FALSE
3580,"Заклад загальної середньої освіти ""Солонянський ліцей"" Солонянської селищної ради Дніпропетровської області",Солонянська селищна територіальна громада,2025 STEM,Очно,34.880648,48.213746,UA12020270000063450,Дніпропетровська,Дуже високий,FALSE
3227,Яворницький ліцей Яворницької селищної ради Дніпропетровської області,Іларіонівська селищна територіальна громада,2025 STEM,Очно,35.272215,48.405765,UA12140110000060935,Дніпропетровська,Високий,FALSE
2920,Комунальний заклад «Науковий ліцей імені Анатолія Лигуна» Камʼянської міської ради,Кам'янська міська територіальна громада,2025 STEM,Очно,34.615807,48.524555,UA12040150000015189,Дніпропетровська,Високий,FALSE
15693,Ліцей № 1 міста Житомира,Житомирська міська територіальна громада,2025 STEM,Очно,28.609806,50.283503,UA18040190000029215,Житомирська,Помірний,FALSE
15794,Ліцей №1 імені Густава Олізара Коростишівської міської ради,Коростишівська міська територіальна громада,2025 STEM,Очно,29.062071,50.312867,UA18040250000068141,Житомирська,Задовільний,FALSE
15837,Ліцей №1 імені Лесі Українки Звягельської міської ради,Новоград-Волинська міська територіальна громада,2025 STEM,Очно,27.615514,50.594408,UA18080150000022496,Житомирська,Помірний,FALSE
16822,Коростенський міський ліцей №4 Житомирської області,Коростенська міська територіальна громада,2025 STEM,Очно,28.641067,50.947659,UA18060090000061708,Житомирська,Високий,FALSE
15575,Андрушівський ліцей №2 Андрушівської міської ради Бердичівського району Житомирської області,Андрушівська міська територіальна громада,2025 STEM,Очно,29.017794,50.014123,UA18020010000059904,Житомирська,Задовільний,FALSE
19269,Ужгородський ліцей ім. Т. Г. Шевченка Ужгородської міської ради Закарпатської області,Ужгородська міська територіальна громада,2025 STEM,Очно,22.296697,48.622743,UA21100230000083101,Закарпатська,Задовільний,FALSE
19173,Тячівський ліцей №1 імені В.Ґренджі-Донського Тячівської міської ради Закарпатської області,Тячівська міська територіальна громада,2025 STEM,Очно,23.574874,48.008174,UA21080150000014443,Закарпатська,Задовільний,FALSE
19016,Мукачівський ліцей Мукачівської міської ради Закарпатської області,Мукачівська міська територіальна громада,2025 STEM,Очно,22.718358,48.438949,UA21040150000092428,Закарпатська,Задовільний,FALSE
19122,Лазещинський заклад загальної середньої освіти,Ясінянська селищна територіальна громада,2025 STEM,Очно,24.414817,48.273857,UA21060070000049340,Закарпатська,Задовільний,TRUE
18905,Іршавський ліцей Іршавської міської ради Закарпатської області,Іршавська міська територіальна громада,2025 STEM,Очно,23.049908,48.309166,UA21120130000025618,Закарпатська,Задовільний,FALSE
1534,"Комунальний заклад ""Запорізька спеціалізована школа-інтернат ІІ-ІІІ ступенів ""Січовий колегіум"" Запорізької обласної ради",Запорізька міська територіальна громада,2025 STEM,Очно,35.0548894,47.8173622,UA23060070000082704,Запорізька,Дуже високий,FALSE
10821,Ліцей ім. Романа Шухевича Івано-Франківської міської ради,Івано-Франківська міська територіальна громада,2025 STEM,Очно,24.721475,48.914495,UA26040190000081578,Івано-Франківська,Помірний,FALSE
11228,Тисменицький ліцей Тисменицької міської ради,Тисменицька міська територіальна громада,2025 STEM,Очно,24.840825,48.899975,UA26040330000019235,Івано-Франківська,Задовільний,FALSE
10577,Богородчанський ліцей №1 імені Олекси Гірника Богородчанської селищної ради,Богородчанська селищна територіальна громада,2025 STEM,Очно,24.53329682350159,48.80831197101941,UA26040030000091528,Івано-Франківська,Задовільний,FALSE
11036,Надвірнянський ліцей № 1 імені В.М. Чорновола Надвірнянської міської ради Івано-Франківської області,Надвірнянська міська територіальна громада,2025 STEM,Очно,24.570028,48.633456,UA26120070000067596,Івано-Франківська,Задовільний,TRUE
22286,Бучанський ліцей №3 Бучанської міської ради Київської області,Бучанська міська територіальна громада,2025 STEM,Очно,30.226989,50.545802,UA32080070000050759,Київська,Помірний,FALSE
23820,"Комунальний заклад загальної середньої освіти ""Ліцей №1 с. Петропавлівська Борщагівка"" Борщагівської сільської ради Бучанського району Київської області",Борщагівська сільська територіальна громада,2025 STEM,Очно,30.3226196,50.42180450000001,UA32080050000052660,Київська,Високий,FALSE
21569,Бориспільський ліцей «Перспектива» імені Володимира Мономаха Бориспільської міської  ради Київської області,Бориспільська міська територіальна громада,2025 STEM,Очно,30.961829,50.346294,UA32040010000010116,Київська,Високий,FALSE
21685,Броварський ліцей № 10 Броварської міської ради Броварського району Київської області,Броварська міська територіальна громада,2025 STEM,Очно,30.798201,50.521893,UA32060050000030591,Київська,Високий,FALSE
21817,"Комунальний заклад Кагарлицької міської ради ""Кагарлицький ліцей №3""",Кагарлицька міська територіальна громада,2025 STEM,Очно,30.82394599914551,49.86454632391818,UA32120050000067577,Київська,Помірний,FALSE
21811,Коцюбинський ліцей №1 Коцюбинської селищної ради Бучанського району Київської області,Коцюбинська селищна територіальна громада,2025 STEM,Очно,30.330331,50.49239,UA32080170000086616,Київська,Високий,FALSE
21592,"Опорний заклад освіти ""Щасливський академічний ліцей"" Пристоличної сільської ради Бориспільського району Київської області",Пристолична сільська територіальна громада,2025 STEM,Очно,30.7969553,50.3793095,UA32040130000049927,Київська,Помірний,FALSE
5507,Опорний заклад освіти «Васильківський академічний ліцей «Успіх» Васильківської міської ради Київської області,Васильківська міська територіальна громада,2025 STEM,Очно,30.30896,50.183054,UA32120030000030458,Київська,Високий,FALSE
22217,ГАТНЕНСЬКИЙ ЛІЦЕЙ ГАТНЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ ФАСТІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,Гатненська сільська територіальна громада,2025 STEM,Очно,30.401181,50.355904,UA32140050000046018,Київська,Помірний,FALSE
21697,"Опорний заклад освіти ""Калинівський академічний ліцей-освітній центр"" Калинівської селищної ради Фастівського району Київської області",Калинівська селищна територіальна громада,2025 STEM,Очно,30.23767,50.220457,UA32140090000085800,Київська,Помірний,FALSE
13994,"Комунальний заклад ""Ліцей ""Науковий"" Кропивницької міської ради",Кропивницька міська територіальна громада,2025 STEM,Очно,32.262356,48.515305,UA35040210000014072,Кіровоградська,Помірний,FALSE
14211,Мультипрофільний ліцей Олександрійської міської ради Кіровоградської області,Олександрійська міська територіальна громада,2025 STEM,Очно,33.11456,48.661052,UA35080050000038829,Кіровоградська,Помірний,FALSE
14059,Смолінський ліцей №2 Смолінської селищної ради Кіровоградської області,Смолінська селищна територіальна громада,2025 STEM,Очно,31.316442489624027,48.6021548839966,UA35060230000086264,Кіровоградська,Помірний,FALSE
14248,"Комунальний заклад ""Ліцей ""Перспектива"" Світловодської міської ради""",Світловодська міська територіальна громада,2025 STEM,Очно,33.2047497,49.0536736,UA35080170000077673,Кіровоградська,Помірний,FALSE
24431,"Комунальний заклад Львівської обласної ради ""Обласний науковий ліцей"" ",Дрогобицька міська територіальна громада,2025 STEM,Очно,23.506102584279944,49.35127355937904,UA46020030000019252,Львівська,Задовільний,FALSE
13028,Давидівський ліцей ім. Т.Г. Шевченка Давидівської сільської ради Львівського району Львівської області,Давидівська сільська територіальна громада,2025 STEM,Очно,24.137992,49.744193,UA46060090000017373,Львівська,Задовільний,FALSE
12648,Золочівський ліцей Золочівської міської ради Золочівського району Львівської області,Золочівська міська територіальна громада,2025 STEM,Очно,24.898706,49.8037073,UA46040070000032075,Львівська,Задовільний,FALSE
4747,Комунальний заклад Кривоозерський ліцей №1 Кривоозерської селищної ради Первомайського району Миколаївської області,Кривоозерська селищна територіальна громада,2025 STEM,Очно,30.8503758,48.0469079,UA48080090000029942,Миколаївська,Помірний,FALSE
8475,Олександрівський ліцей імені Т.Г.Шевченка Олександрівської селищної ради Вознесенського району Миколаївської області,Олександрівська селищна територіальна громада,2025 STEM,Очно,31.2763009,47.6954421,UA48040190000026236,Миколаївська,Високий,FALSE
11761,"Миколаївський ліцей № 38 ""Муніципаьний колегіум"" імені Володимира Дмитровича Чайки ",Миколаївська міська територіальна громада,2025 STEM,Очно,32.019424,46.972278,UA48060150000071713,Миколаївська,Дуже високий,FALSE
4643,Баштанський ліцей №1 Баштанської міської ради Миколаївської області,Баштанська міська територіальна громада,2025 STEM,Очно,32.434087,47.405033,UA48020010000091496,Миколаївська,Дуже високий,FALSE
5196,Південноукраїнський ліцей № 2 Південноукраїнської міської ради,Южноукраїнська міська територіальна громада,2025 STEM,Очно,31.17958,47.820177,UA48040250000044166,Миколаївська,Високий,FALSE
23431,КОМУНАЛЬНИЙ ЗАКЛАД «РІШЕЛЬЄВСЬКИЙ НАУКОВИЙ ЛІЦЕЙ»,Одеська міська територіальна громада,2025 STEM,Очно,30.729426,46.490114,UA51100270000073549,Одеська,Високий,FALSE
15485,"Заклад загальної середньої освіти ""Прилиманський ліцей"" Авангардівської селищної ради",Авангардівська селищна територіальна громада,2025 STEM,Очно,30.615097,46.424623,UA51100010000023950,Одеська,Високий,FALSE
21525,"Науковий ліцей ,,Політ” Комунального закладу вищої освіти ,,Кременчуцька гуманітарно-технологічна академія” Полтавської обласної ради",Кременчуцька міська територіальна громада,2025 STEM,Очно,33.445994,49.092691,UA53020110000092487,Полтавська,Високий,FALSE
20607,Опорний заклад освіти «Миргородський ліцей «Лінгвіст» Миргородської міської ради Полтавської області»,Миргородська міська територіальна громада,2025 STEM,Очно,33.60893812817682,49.96355462878691,UA53060230000098362,Полтавська,Помірний,FALSE
20333,Зіньківський опорний ліцей №1 Зіньківської міської ради,Зіньківська міська територіальна громада,2025 STEM,Очно,34.346285,50.210231,UA53080090000014431,Полтавська,Високий,FALSE
20747,Комунальний заклад «Полтавський міський багатопрофільний ліцей № 1 ім. І.П. Котляревського Полтавської міської ради Полтавської області»,Полтавська міська територіальна громада,2025 STEM,Очно,34.556231,49.580917,UA53080370000025447,Полтавська,Високий,FALSE
16699,Обласний науковий ліцей в м. Рівне Рівненської обласної ради,Рівненська міська територіальна громада,2025 STEM,Очно,26.252007,50.610536,UA56060470000086729,Рівненська,Помірний,FALSE
2617,Володимирецький ліцей «Колегіум» Володимирецької селищної ради,Володимирецька селищна територіальна громада,2025 STEM,Очно,26.129315,51.421254,UA56020050000087443,Рівненська,Високий,FALSE
16209,Дубенський ліцей №6 Дубенської міської ради Рівненської області,Дубенська міська територіальна громада,2025 STEM,Очно,25.753513,50.394595,UA56040110000061997,Рівненська,Помірний,FALSE
14482,Опорний заклад «Кролевецький ліцей №3» Кролевецької міської ради,Кролевецька міська територіальна громада,2025 STEM,Очно,33.3678323858485,51.55150338091497,UA59020090000085438,Сумська,Дуже високий,FALSE
14407,Конотопський ліцей №1 Конотопської міської ради Сумської області,Конотопська міська територіальна громада,2025 STEM,Очно,33.206251,51.245078,UA59020070000032449,Сумська,Високий,FALSE
14617,Путивльський ліцей № 1 ім. Р. Руднєва Путивльської міської ради,Путивльська міська територіальна громада,2025 STEM,Очно,33.86689749651851,51.33590356050525,UA59020150000078955,Сумська,Дуже високий,FALSE
5409,Ліцей №1 Тростянецької міської ради,Тростянецька міська територіальна громада,2025 STEM,Очно,34.953223,50.474387,UA59040130000041676,Сумська,Дуже високий,FALSE
14575,Ліцей № 1 Охтирської міської ради Сумської області,Охтирська міська територіальна громада,2025 STEM,Очно,34.897132,50.30884,UA59040110000026694,Сумська,Дуже високий,FALSE
14792,"Комунальна організація (установа, заклад) “Шосткинський навчально-виховний комплекс: спеціалізована школа І-ІІ ступенів-ліцей Шосткинської міської ради Сумської області”",Шосткинська міська територіальна громада,2025 STEM,Очно,33.473985,51.869334,UA59100170000093676,Сумська,Дуже високий,FALSE
14546,Липоводолинський ліцей Липоводолинської селищної ради,Липоводолинська селищна територіальна громада,2025 STEM,Очно,33.792870000504635,50.56317680042188,UA59060070000040784,Сумська,Високий,FALSE
14307,Миколаївський ліцей Миколаївської селищної ради Сумського району Сумської області,Миколаївська селищна територіальна громада,2025 STEM,Очно,34.378813,50.94132,UA59080130000022249,Сумська,Дуже високий,FALSE
18192,Кременецький академічний ліцей імені У.Самчука Кременецької міської ради Тернопільської області,Кременецька міська територіальна громада,2025 STEM,Очно,25.719873905181885,50.09725587478775,UA61020070000092368,Тернопільська,Задовільний,FALSE
18440,Тернопільська загальноосвітня школа І-ІІІ ступенів №19 Тернопільської міської ради Тернопільської області,Тернопільська міська територіальна громада,2025 STEM,Очно,25.642122,49.559335,UA61040490000035010,Тернопільська,Високий,FALSE
18269,Монастириський заклад загальної середньої освіти І - ІІІ ступенів Монастириської міської ради,Монастириська міська територіальна громада,2025 STEM,Очно,25.174361,49.092408,UA61060310000061998,Тернопільська,Задовільний,FALSE
18212,Лановецький заклад загальної середньої освіти І-ІІІ ступенів №1 імені Юрія Коваля Лановецької міської ради Кременецького району Тернопільської області,Лановецька міська територіальна громада,2025 STEM,Очно,26.091783,49.863596,UA61020090000020422,Тернопільська,Задовільний,FALSE
18564,Шумський ліцей Шумської міської ради,Шумська міська територіальна громада,2025 STEM,Очно,26.116693,50.118776,UA61020150000036935,Тернопільська,Задовільний,FALSE
11926,Комунальний заклад «Близнюківський ліцей Близнюківської селищної ради Лозівського району Харківської області»,Близнюківська селищна територіальна громада,2025 STEM,Очно,36.554982,48.856686,UA63100030000050119,Харківська,Дуже високий,FALSE
11825,"Комунальний заклад ""Кегичівський ліцей"" Кегичівської селищної ради",Кегичівська селищна територіальна громада,2025 STEM,Очно,35.761817693710334,49.2929451105985,UA63060030000041642,Харківська,Високий,FALSE
23442,Кам’янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області,Кам'янець-Подільська міська територіальна громада,2025 STEM,Очно,26.5850814,48.6650159,UA68020110000071202,Хмельницька,Помірний,FALSE
9073,Деражнянський ліцей №3 імені Героя України Івана Зубкова Деражнянської міської ради Хмельницької області,Деражнянська міська територіальна громада,2025 STEM,Очно,27.414121,49.262928,UA68040150000077185,Хмельницька,Задовільний,FALSE
9027,Опорний заклад Городоцький ліцей №4 Городоцької міської ради Хмельницької області,Городоцька міська територіальна громада,2025 STEM,Очно,26.575364,49.16714,UA68040130000024471,Хмельницька,Задовільний,FALSE
9511,Теофіпольський ліцей № 3 Теофіпольської селищної ради,Теофіпольська селищна територіальна громада,2025 STEM,Очно,26.406023,49.83761,UA68040450000097735,Хмельницька,Задовільний,FALSE
8889,Славутський ліцей Славутської міської ради,Славутська міська територіальна громада,2025 STEM,Очно,26.866131,50.295607,UA68060270000042174,Хмельницька,Помірний,FALSE
9704,Комунальний заклад загальної середньої освіти «Ліцей № 3 імені Артема Мазура Хмельницької міської ради»,Хмельницька міська територіальна громада,2025 STEM,Очно,26.955414,49.406861,UA68040470000053519,Хмельницька,Високий,FALSE
4600," Комунальний заклад ""Кам'янський ліцей №1 Кам'янської міської ради Черкаської області""",Кам'янська міська територіальна громада,2025 STEM,Очно,32.0988428592682,49.04367015911484,UA71080130000078619,Черкаська,Помірний,FALSE
4291,Ліцей «Успіх» Монастирищенської міської ради Черкаської області,Монастирищенська міська територіальна громада,2025 STEM,Очно,29.810126,48.996572,UA71060170000092613,Черкаська,Задовільний,FALSE
4265,Черкаський фізико-математичний ліцей (ФІМЛІ) Черкаської міської ради Черкаської області,Черкаська міська територіальна громада,2025 STEM,Очно,32.076018,49.428996,UA71080490000022110,Черкаська,Високий,FALSE
4178,Жашківський ліцей №1 Жашківської міської ради Черкаської області,Жашківська міська територіальна громада,2025 STEM,Очно,30.096158,49.247546,UA71060090000088339,Черкаська,Задовільний,FALSE
4130,"Опорний заклад освіти ""Чорнобаївський ліцей Чорнобаївської селищної ради Черкаської області""""",Чорнобаївська селищна територіальна громада,2025 STEM,Очно,32.3251689598244,49.66635012391009,UA71040190000080571,Черкаська,Помірний,FALSE
5675,"""Опорний заклад освіти - Шировецький ліцей"" Недобоївської сільської ради Дністровського району Чернівецької області",Недобоївська сільська територіальна громада,2025 STEM,Очно,26.2978669,48.42572790000001,UA73040110000040354,Чернівецька,Задовільний,FALSE
5590,Новодністровський заклад загальної середньої освіти ІІ-ІІІ ступенів Новодністровської міської ради Чернівецької області,Новодністровська міська територіальна громада,2025 STEM,Очно,27.4313777,48.5824459,UA73040130000087963,Чернівецька,Помірний,FALSE
5973,Чернівецький ліцей №18 Чернівецької міської ради,Чернівецька міська територіальна громада,2025 STEM,Очно,25.9623951,48.2882512,UA73060610000066784,Чернівецька,Задовільний,FALSE
5815,Хотинський опорний академічний ліцей Хотинської міської ради,Хотинська міська територіальна громада,2025 STEM,Очно,26.489638,48.507259,UA73040190000062796,Чернівецька,Задовільний,FALSE
5771,Опорний заклад Сторожинецький ліцей Сторожинецької міської ради Чернівецького району Чернівецької області,Сторожинецька міська територіальна громада,2025 STEM,Очно,25.719503,48.165632,UA73060490000033679,Чернівецька,Задовільний,FALSE
5901,Красноїльський ліцей імені Алєксандру Ілскі,Красноїльська селищна територіальна громада,2025 STEM,Очно,25.587181,48.014805,UA73060330000039245,Чернівецька,Помірний,FALSE
21054,Опорний заклад Менська гімназія Менської міської ради,Менська міська територіальна громада,2025 STEM,Очно,32.227501,51.528727,UA74020030000069340,Чернігівська,Дуже високий,FALSE
20881,Бахмацький ліцей №1 Бахмацької міської ради,Бахмацька міська територіальна громада,2025 STEM,Очно,32.824072,51.179984,UA74040030000093042,Чернігівська,Високий,FALSE
21139,Новгород-Сіверський ліцей №1 Новгород-Сіверської міської ради Чернігівської областіі,Новгород-Сіверська міська територіальна громада,2025 STEM,Очно,33.27233076095582,52.00198054822398,UA74060030000026607,Чернігівська,Непереборний,FALSE
21178,Прилуцький ліцей №5 імені Віктора Андрійовича Затолокіна Прилуцької міської ради Чернігівської області,Прилуцька міська територіальна громада,2025 STEM,Очно,32.384661,50.59204,UA74080130000060606,Чернігівська,Помірний,FALSE
21395,Козелецький ліцей №3 Козелецької селищної ради,Козелецька селищна територіальна громада,2025 STEM,Очно,31.132877,50.907266,UA74100190000086457,Чернігівська,Високий,FALSE
21301,Чернігівський ліцей №15 Чернігівської міської ради,Чернігівська міська територіальна громада,2025 STEM,Очно,31.273921,51.513383,UA74100390000073425,Чернігівська,Високий,FALSE
23242,"Політехнічний ліцей Національного технічного університету України ""КПІ"" м. Києва","місто Київ, столиця України",2025 STEM,Очно,30.40991753339768,50.44193812638397,UA80000000000093317,Київ,Високий,FALSE
23295,Ліцей № 172 «Нивки» Шевченківського району м. Києва,"місто Київ, столиця України",2025 STEM,Очно,30.416309,50.46933,UA80000000000093317,Київ,Високий,FALSE
23045,Технічний ліцей Дніпровського району м. Києва,"місто Київ, столиця України",2025 STEM,Очно,30.612815,50.442686,UA80000000000093317,Київ,Високий,FALSE
23032,Науковий ліцей № 208 Дніпровського району м.Києва,"місто Київ, столиця України",2025 STEM,Очно,30.600652,50.446552,UA80000000000093317,Київ,Високий,FALSE
22856,Ліцей №227 міста Києва,"місто Київ, столиця України",2025 STEM,Очно,30.449843,50.379915,UA80000000000093317,Київ,Високий,FALSE
23159,Ліцей № 196 Святошинського району міста Києва,"місто Київ, столиця України",2025 STEM,Очно,30.378732,50.416968,UA80000000000093317,Київ,Високий,FALSE
7125,Тростянецький ліцей Тростянецької селищної ради Вінницької області,Тростянецька селищна територіальна громада,2026 STEM,Очно,29.2245876789093,48.513932116745146,UA05040250000027965,Вінницька,Помірний,FALSE
7962,Ситковецький ліцей Райгородської сільської ради Вінницької області,Райгородська сільська територіальна громада,2026 STEM,Очно,29.201418,48.908538,UA05040190000039450,Вінницька,Задовільний,FALSE
11324,"Ліцей №3 міста Могилева-Подільського, Могилів-Подільської міської ради Вінницької області",Могилів-Подільська міська територіальна громада,2026 STEM,Очно,27.817402,48.432117,UA05080050000023603,Вінницька,Задовільний,FALSE
7811,Ліцей №4 Ладижинської міської ради Вінницької області,Ладижинська міська територіальна громада,2026 STEM,Очно,29.232563,48.680436,UA05040130000025322,Вінницька,Високий,FALSE
8786,Опорний заклад Теплицької селищної ради «Теплицька загальноосвітня школа І-ІІІ ступенів №1»,Теплицька селищна територіальна громада,2026 STEM,Очно,29.74401,48.667574,UA05040230000017028,Вінницька,Помірний,FALSE
